ID,box,test_date,time_start,set_number,chamber,sex,population,site,host_plant,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end,latitude,longitutde
340,,10.25,1:50pm,45,A-4,F,Lake Placid,Barber shop,K. elegans,N,Y,,,no recording,NA,0.058,N,,,27.298660028,-81.36611608
59,,10.25,1:50pm,45,B-1,M,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,0.033,N,,,25.12846,-80.40809
35,,10.25,1:50pm,45,B-2,M,Plantation Key,Founder's #1,C. corindum,N,,,,no recording,NA,0.036,N,,,24.96448253,-80.56738908
326,,10.25,1:50pm,45,B-3,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.067,N,,,27.298660028,-81.36611608
275,,10.28,9:10am,46,A-1,F,North Key Largo,DD,C. corindum,N,,,,,set046-10-28-19-A1.txt,0.086,N,Y,,25.28636983,-80.29077075
204,,10.28,9:10am,46,A-2,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set046-10-28-19-A2.txt,0.035,N,,,25.1948419,-80.34590136
101,,10.28,9:10am,46,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set046-10-28-19-A3.txt,0.045,N,,,25.491968,-80.48562
258,P,10.28,9:10am,46,A-4,M,North Key Largo,DD,C. corindum,N,,,,,set046-10-28-19-A4.txt,0.048,N,,,25.28636983,-80.29077075
105,,10.28,9:10am,46,B-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set046-10-28-19-B1.txt,0.102,N,Y,,25.491968,-80.48562
306,,10.28,9:10am,46,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set046-10-28-19-B2.txt,0.098,N,Y,,27.298660028,-81.36611608
234,,10.28,9:10am,46,B-3,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set046-10-28-19-B3.txt,0.121,N,Y,,25.25647566,-80.31068981
308,,10.28,9:10am,46,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set046-10-28-19-B4.txt,0.044,N,,,27.298660028,-81.36611608
261,,10.28,10:20am,47,A-1,M,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,set047-10-28-19-A1.txt,0.046,N,,,25.28636983,-80.29077075
154,,10.28,10:20am,47,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set047-10-28-19-A2.txt,0.067,N,Y,,27.903346,-81.589461
15,,10.28,10:20am,47,A-3,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set047-10-28-19-A3.txt,0.043,N,,,24.96448253,-80.56738908
399,,10.28,10:20am,47,A-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set047-10-28-19-A4.txt,0.046,N,,,29.661821,-82.347211
315,,10.28,10:20am,47,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,,set047-10-28-19-B1.txt,0.078,N,Y,,27.298660028,-81.36611608
337,,10.28,10:20am,47,B-2,M,Lake Placid,Barber shop,K. elegans,N,,,,,set047-10-28-19-B2.txt,0.051,N,,,27.298660028,-81.36611608
102,,10.28,10:20am,47,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set047-10-28-19-B3.txt,0.138,N,Y,,25.491968,-80.48562
288,P,10.28,10:20am,47,B-4,M,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,set047-10-28-19-B4.txt,0.043,N,,,25.28636983,-80.29077075
31,,10.28,11:30am,48,A-1,M,Plantation Key,Founder's #1,C. corindum,N,,,,no recording,NA,0.037,N,,,24.96448253,-80.56738908
346,,10.28,11:30am,48,A-2,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.025,N,,,27.298660028,-81.36611608
271,,10.28,11:30am,48,A-3,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.035,N,,,25.28636983,-80.29077075
78,,10.28,11:30am,48,A-4,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,no recording,NA,0.035,N,,,25.1755048,-80.36782055
128,,10.28,11:30am,48,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set048-10-28-19-B1.txt,0.042,N,,,25.491968,-80.48562
73,,10.28,11:30am,48,B-2,M,North Key Largo,Dagny Trellis,C. corindum,N ,,,,,set048-10-28-19-B2.txt,0.045,N,,,25.1755048,-80.36782055
119,,10.28,11:30am,48,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set048-10-28-19-B3.txt,0.039,N,,,25.491968,-80.48562
312,,10.28,11:30am,48,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set048-10-28-19-B4.txt,0.05,N,,,27.298660028,-81.36611608
278,,10.28,2:20pm,49,A-1,M,North Key Largo,DD,C. corindum,N,,,,,set049-10-28-19-A1.txt,0.037,N,,,25.28636983,-80.29077075
264,,10.28,2:20pm,49,A-2,M,North Key Largo,DD,C. corindum,N,,,,,set049-10-28-19-A2.txt,0.044,N,,,25.28636983,-80.29077075
124,,10.28,2:20pm,49,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set049-10-28-19-A3.txt,0.049,N,,,25.491968,-80.48562
349,,10.28,2:20pm,49,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set049-10-28-19-A4.txt,0.042,N,,,27.298660028,-81.36611608
313,,10.28,2:20pm,49,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set049-10-28-19-B1.txt,0.081,N,Y,,27.298660028,-81.36611608
408,,10.28,2:20pm,49,B-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set049-10-28-19-B2.txt,0.045,N,,,29.661821,-82.347211
249,,10.28,2:20pm,49,B-3,F,North Key Largo,DD -inter,C. corindum,N,,,,,set049-10-28-19-B3.txt,0.053,N,Y,,25.252842,-80.311826
132,,10.28,2:20pm,49,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set049-10-28-19-B4.txt,0.049,N,,,25.491968,-80.48562
12,,10.28,3:35pm,50,A-1,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set050-10-28-19-A1.txt,0.101,N,Y,,24.96448253,-80.56738908
303,,10.28,3:35pm,50,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set050-10-28-19-A2.txt,0.081,N,Y,,27.298660028,-81.36611608
205,,10.28,3:35pm,50,A-3,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set050-10-28-19-A3.txt,0.029,N,,,25.1948419,-80.34590136
332,,10.28,3:35pm,50,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set050-10-28-19-A4.txt,0.05,N,,,27.298660028,-81.36611608
372,P,10.28,3:35pm,50,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,0.142,N,Y,,28.812980,-81.877895
90,P,10.28,3:35pm,50,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,0.066,N,,,25.491968,-80.48562
339,,10.29,9:00am,51,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-A1.txt,0.052,N,,,27.298660028,-81.36611608
89,P,10.29,9:00am,51,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-A2.txt,0.052,N,,,25.491968,-80.48562
328,,10.29,9:00am,51,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-A3.txt,0.088,N,Y,,27.298660028,-81.36611608
34,,10.29,9:00am,51,A-4,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set051-10-29-19-A4.txt,0.11,N,Y,,24.96448253,-80.56738908
257,P,10.29,9:00am,51,B-1,M,North Key Largo,DD,C. corindum,Y,,B,bursts to continuous; continuous to bursts,,set051-10-29-19-B1.txt,0.033,N,,,25.28636983,-80.29077075
381,,10.29,9:00am,51,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set051-10-29-19-B2.txt,0.121,N,Y,,28.812980,-81.877895
111,,10.29,9:00am,51,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set051-10-29-19-B3.txt,0.039,N,,,25.491968,-80.48562
299,P,10.29,10:15am,52,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous bouts,,set052-10-29-19-A1.txt,0.039,N,,,27.298660028,-81.36611608
311,,10.29,10:15am,52,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set052-10-29-19-A2.txt,0.041,N,,,27.298660028,-81.36611608
387,,10.29,10:15am,52,A-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,BC,bursts to continuous bouts,,set052-10-29-19-A3.txt,0.053,N,Y,,28.812980,-81.877895
392,P,10.29,10:15am,52,A-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set052-10-29-19-A4.txt,0.105,N,Y,,28.812980,-81.877895
46,,10.29,10:15am,52,B-1,F,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,0.05,N,Y,,25.12846,-80.40809
252,,10.29,10:15am,52,B-2,F,North Key Largo,DD -inter,C. corindum,N,,,,no recording,NA,0.095,N,Y,,25.252842,-80.311826
238,P,10.29,10:15am,52,B-3,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,no recording,NA,0.095,N,Y,,25.25647566,-80.31068981
353,,10.29,10:15am,52,B-4,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.032,N,,,27.298660028,-81.36611608
308,,10.3,9:30am,53,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set053-10-30-19-A1.txt,0.038,,,,27.298660028,-81.36611608
205,,10.3,9:30am,53,A-2,M,North Key Largo,Charlemagne,C. corindum,NA,,,,paint fell off ,set053-10-30-19-A2.txt,0.03,,,,25.1948419,-80.34590136
323,,10.3,9:30am,53,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous till 50 minutes; stopped; then continuous +90,,set053-10-30-19-A3.txt,0.036,,,,27.298660028,-81.36611608
223,,10.3,9:30am,53,A-4,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set053-10-30-19-A4.txt,0.058,,,,25.25647566,-80.31068981
376,,10.3,9:30am,53,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous starting at 10 min; +90,,set053-10-30-19-B1.txt,0.08,,Y,,28.812980,-81.877895
298,P,10.3,9:30am,53,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set053-10-30-19-B2.txt,0.13,,Y,,27.298660028,-81.36611608
95,,10.3,9:30am,53,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts to continuous to bursts,,set053-10-30-19-B3.txt,0.101,,Y,,25.491968,-80.48562
325,,10.3,9:30am,53,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set053-10-30-19-B4.txt,0.091,,Y,,27.298660028,-81.36611608
229,,10.3,11:15am,54,A-1,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,no recording,NA,0.082,,Y,,25.25647566,-80.31068981
406,,10.3,11:15am,54,A-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,0.034,,,,29.661821,-82.347211
399,,10.3,11:15am,54,A-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,0.05,,,,29.661821,-82.347211
287,P,10.3,11:15am,54,A-4,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.028,,,,25.28636983,-80.29077075
67,P,10.3,11:15am,54,B-1,M,North Key Largo,Dagny Trellis,C. corindum,Y,,B,bursts,,set054-10-30-19-B1.txt,0.041,,,,25.1755048,-80.36782055
84,,10.3,11:15am,54,B-2,M,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,set054-10-30-19-B2.txt,0.046,,,,25.173694,-80.371532
416,,10.3,11:15am,54,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,B,bursts,,set054-10-30-19-B3.txt,0.074,,Y,,29.661821,-82.347211
351,,10.3,11:15am,54,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,bursts to continuous; +90,,set054-10-30-19-B4.txt,0.042,,,,27.298660028,-81.36611608
234,,10.3,1:50pm,55,A-1,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set055-10-30-19-A1.txt,0.103,,Y,,25.25647566,-80.31068981
136,,10.3,1:50pm,55,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set055-10-30-19-A2.txt,0.04,,,,25.491968,-80.48562
152,,10.3,1:50pm,55,A-3,M,Lake Wales,Polk,K. elegans,Y,,C,continuous; +90,,set055-10-30-19-A3.txt,0.043,,,,27.903346,-81.589461
159,,10.3,1:50pm,55,A-4,M,Lake Wales,Polk,K. elegans,N,,,,,set055-10-30-19-A4.txt,0.033,,,,27.903346,-81.589461
118,,10.3,1:50pm,55,B-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set055-10-30-19-B1.txt,0.049,,,,25.491968,-80.48562
90,P,10.3,1:50pm,55,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set055-10-30-19-B2.txt,0.061,,,,25.491968,-80.48562
336,,10.3,1:50pm,55,B-3,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set055-10-30-19-B3.txt,0.049,,Y,,27.298660028,-81.36611608
333,,10.3,1:50pm,55,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set055-10-30-19-B4.txt,0.071,,Y,,27.298660028,-81.36611608
312,,10.3,3:30pm,56,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set056-10-30-19-A1.txt,0.042,,,,27.298660028,-81.36611608
332,,10.3,3:30pm,56,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set056-10-30-19-A2.txt,0.048,,,,27.298660028,-81.36611608
318,,10.3,3:30pm,56,A-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set056-10-30-19-A3.txt,0.035,,,,27.298660028,-81.36611608
123,,10.3,3:30pm,56,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set056-10-30-19-A4.txt,0.047,,,,25.491968,-80.48562
92,,10.3,3:30pm,56,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set056-10-30-19-B1.txt,0.041,,,,25.491968,-80.48562
103,,10.3,3:30pm,56,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; +90,,set056-10-30-19-B2.txt,0.048,,,,25.491968,-80.48562
31,,10.3,3:30pm,56,B-3,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set056-10-30-19-B3.txt,0.036,,,,24.96448253,-80.56738908
300,,10.3,3:30pm,56,B-4,M,Lake Placid,Barber shop,K. elegans,N,,,,,set056-10-30-19-B4.txt,0.038,,,,27.298660028,-81.36611608
48,,10.31,9:20am,57,A-1,F,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,0.105,,Y,,25.12846,-80.40809
264,,10.31,9:20am,57,A-2,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.044,,,,25.28636983,-80.29077075
253,,10.31,9:20am,57,A-3,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.073,,Y,,25.28636983,-80.29077075
284,,10.31,9:20am,57,A-4,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.032,,,,25.28636983,-80.29077075
258,P,10.31,9:20am,57,B-1,M,North Key Largo,DD,C. corindum,N,,,,,set057-10-31-19-B1.txt,0.041,,,,25.28636983,-80.29077075
102,,10.31,9:20am,57,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set057-10-31-19-B2.txt,0.118,,Y,,25.491968,-80.48562
197,,10.31,9:20am,57,B-3,M,North Key Largo,Charlemagne,C. corindum,Y,,B,bursts,,set057-10-31-19-B3.txt,0.036,,,,25.1948419,-80.34590136
105,,10.31,9:20am,57,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set057-10-31-19-B4.txt,0.086,,Y,,25.491968,-80.48562
238,P,10.31,11:00am,58,A-1,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set058-10-31-19-A1.txt,0.117,,Y,,25.25647566,-80.31068981
387,,10.31,11:00am,58,A-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; +90,,set058-10-31-19-A2.txt,0.051,,Y,,28.812980,-81.877895
296,P,10.31,11:00am,58,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set058-10-31-19-A3.txt,0.058,,Y,,27.298660028,-81.36611608
276,,10.31,11:00am,58,A-4,M,North Key Largo,DD,C. corindum,Y,,C,continuous; +90,,set058-10-31-19-A4.txt,0.051,,,,25.28636983,-80.29077075
295,P,10.31,11:00am,58,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set058-10-31-19-B1.txt,0.048,,,,27.298660028,-81.36611608
302,,10.31,11:00am,58,B-2,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set058-10-31-19-B2.txt,0.079,,Y,,27.298660028,-81.36611608
107,,10.31,11:00am,58,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set058-10-31-19-B3.txt,0.111,,Y,,25.491968,-80.48562
252,,10.31,11:00am,58,B-4,F,North Key Largo,DD -inter,C. corindum,N,,,,,set058-10-31-19-B4.txt,0.085,,Y,,25.252842,-80.311826
299,P,10.31,12:45pm,59,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; +90,checked every 5 min,set059-10-31-19-A1.txt,0.043,,,,27.298660028,-81.36611608
135,,10.31,12:45pm,59,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,checked every 5 min,set059-10-31-19-A2.txt,0.085,,Y,,25.491968,-80.48562
331,,10.31,12:45pm,59,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,checked every 5 min,set059-10-31-19-A3.txt,0.111,,Y,,27.298660028,-81.36611608
262,,10.31,12:45pm,59,A-4,M,North Key Largo,DD,C. corindum,Y,,B,bursts to continuous?,checked every 5 min,set059-10-31-19-A4.txt,0.041,,,,25.28636983,-80.29077075
280,,10.31,12:45pm,59,B-1,M,North Key Largo,DD,C. corindum,N,,,,checked every 5 min,set059-10-31-19-B1.txt,0.043,,,,25.28636983,-80.29077075
381,,10.31,12:45pm,59,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,checked every 5 min,set059-10-31-19-B2.txt,0.096,,Y,,28.812980,-81.877895
129,,10.31,12:45pm,59,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts to longer burst,checked every 5 min,set059-10-31-19-B3.txt,0.052,,,,25.491968,-80.48562
65,,10.31,12:45pm,59,B-4,F,Key Largo,JP Grove,C. corindum,N,,,,checked every 5 min,set059-10-31-19-B4.txt,0.071,,Y,,25.12846,-80.40809
50,,10.31,2:20pm,60,A-1,M,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,set060-10-31-19-A1.txt,0.045,,,,25.12846,-80.40809
73,,10.31,2:20pm,60,A-2,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set060-10-31-19-A2.txt,0.042,,,,25.1755048,-80.36782055
114,,10.31,2:20pm,60,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set060-10-31-19-A3.txt,0.044,,,,25.491968,-80.48562
339,,10.31,2:20pm,60,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set060-10-31-19-A4.txt,0.051,,,,27.298660028,-81.36611608
409,,10.31,2:20pm,60,B-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set060-10-31-19-B1.txt,0.043,,,,29.661821,-82.347211
310,,10.31,2:20pm,60,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set060-10-31-19-B2.txt,0.147,,Y,,27.298660028,-81.36611608
263,,10.31,2:20pm,60,B-3,F,North Key Largo,DD,C. corindum,N,,,,,set060-10-31-19-B3.txt,0.09,,Y,,25.28636983,-80.29077075
183,P,10.31,2:20pm,60,B-4,M,North Key Largo,N. Dagny,C. corindum,Y,,B,bursts,,set060-10-31-19-B4.txt,0.039,,,,25.18229498,-80.36369887
113,,10.31,4:00pm,61,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set061-10-31-19-A1.txt,0.039,,,,25.491968,-80.48562
349,,10.31,4:00pm,61,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set061-10-31-19-A2.txt,0.037,,,,27.298660028,-81.36611608
275,,10.31,4:00pm,61,A-3,F,North Key Largo,DD,C. corindum,N,,,,,set061-10-31-19-A3.txt,0.113,,Y,,25.28636983,-80.29077075
187,,10.31,4:00pm,61,A-4,F,North Key Largo,N. Dagny,C. corindum,N,,,,,set061-10-31-19-A4.txt,0.089,,Y,,25.18229498,-80.36369887
391,P,10.31,4:00pm,61,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,0.035,,,,28.812980,-81.877895
153,,10.31,4:00pm,61,B-2,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.09,,Y,,27.903346,-81.589461
384,,10.31,4:00pm,61,B-3,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,0.038,,,,28.812980,-81.877895
255,,10.31,4:00pm,61,B-4,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.04,,,,25.28636983,-80.29077075
208,,11.01,9:05am,62,A-1,F,North Key Largo,Charlemagne,C. corindum,N,,,,no recording,NA,0.079,,Y,,25.1948419,-80.34590136
237,P,11.01,9:05am,62,A-2,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,no recording,NA,0.043,,,,25.25647566,-80.31068981
142,P,11.01,9:05am,62,A-3,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.099,,Y,,27.903346,-81.589461
303,,11.01,9:05am,62,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.086,,Y,,27.298660028,-81.36611608
120,,11.01,9:05am,62,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set062-11-01-19-B1.txt,0.048,,,,25.491968,-80.48562
375,P,11.01,9:05am,62,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set062-11-01-19-B2.txt,0.104,,Y,,28.812980,-81.877895
78,,11.01,9:05am,62,B-3,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set062-11-01-19-B3.txt,0.032,,,,25.1755048,-80.36782055
404,P,11.01,9:05am,62,B-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous; +90,,set062-11-01-19-B4.txt,0.082,,Y,,29.661821,-82.347211
205,,11.01,10:55am,63,A-1,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set063-11-01-19-A1.txt,0.03,,,,25.1948419,-80.34590136
335,,11.01,10:55am,63,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set063-11-01-19-A2.txt,0.092,,Y,,27.298660028,-81.36611608
314,,11.01,10:55am,63,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set063-11-01-19-A3.txt,0.072,,Y,,27.298660028,-81.36611608
96,,11.01,10:55am,63,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set063-11-01-19-A4.txt,0.045,,,,25.491968,-80.48562
132,,11.01,10:55am,63,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set063-11-01-19-B1.txt,0.055,,,,25.491968,-80.48562
271,,11.01,10:55am,63,B-2,M,North Key Largo,DD,C. corindum,N,,,,,set063-11-01-19-B2.txt,0.035,,,,25.28636983,-80.29077075
198,,11.01,10:55am,63,B-3,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set063-11-01-19-B3.txt,0.056,,Y,,25.1948419,-80.34590136
372,P,11.01,10:55am,63,B-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set063-11-01-19-B4.txt,0.124,,Y,,28.812980,-81.877895
59,,11.01,12:50pm,64,A-1,M,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,0.038,,,,25.12846,-80.40809
12,,11.01,12:50pm,64,A-2,F,Plantation Key,Founder's #1,C. corindum,N,,,,no recording,NA,0.007,,Y,,24.96448253,-80.56738908
46,,11.01,12:50pm,64,A-3,F,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,0.057,,Y,,25.12846,-80.40809
285,P,11.01,12:50pm,64,A-4,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.095,,Y,,25.28636983,-80.29077075
254,,11.01,12:50pm,64,B-1,M,North Key Largo,DD,C. corindum,N,,,,,set064-11-01-19-B1.txt,0.047,,,,25.28636983,-80.29077075
35,,11.01,12:50pm,64,B-2,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set064-11-01-19-B2.txt,0.039,,,,24.96448253,-80.56738908
397,,11.01,12:50pm,64,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set064-11-01-19-B3.txt,0.106,,Y,,29.661821,-82.347211
311,,11.01,12:50pm,64,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set064-11-01-19-B4.txt,0.053,,,,27.298660028,-81.36611608
154,,11.01,2:25pm,65,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set065-11-01-19-A1.txt,0.057,,Y,,27.903346,-81.589461
139,P,11.01,2:25pm,65,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set065-11-01-19-A2.txt,0.07,,Y,,27.903346,-81.589461
226,,11.01,2:25pm,65,A-3,M,North Key Largo,Carysfort Cr,C. corindum,Y,,BC,bursts to continuous; +90,,set065-11-01-19-A3.txt,0.035,,,,25.25647566,-80.31068981
288,P,11.01,2:25pm,65,A-4,M,North Key Largo,DD,C. corindum,Y,,BC,bursts to continuous; +90,,set065-11-01-19-A4.txt,0.047,,,,25.28636983,-80.29077075
346,,11.01,2:25pm,65,B-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set065-11-01-19-B1.txt,0.028,,,,27.298660028,-81.36611608
306,,11.01,2:25pm,65,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set065-11-01-19-B2.txt,0.128,,Y,,27.298660028,-81.36611608
330,,11.01,2:25pm,65,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; +90,,set065-11-01-19-B3.txt,0.041,,,,27.298660028,-81.36611608
329,,11.01,2:25pm,65,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts to continuous (back and forth),,set065-11-01-19-B4.txt,0.047,,,,27.298660028,-81.36611608
131,,11.01,4:10pm,66,A-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set066-11-01-19-A1.txt,0.085,,Y,,25.491968,-80.48562
119,,11.01,4:10pm,66,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set066-11-01-19-A2.txt,0.043,,,,25.491968,-80.48562
126,,11.01,4:10pm,66,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set066-11-01-19-A3.txt,0.053,,,,25.491968,-80.48562
